District Name;Constituency Name;;Ward Name;Centre Code;Centre Name;Polling Station;Number Of Registred Voters;Null And Void;Total Number Voted;"LAZARUS
CHAKWERA (MCP)";"PETER  DOMINICO SINOSI DRIVER
KUWANI (MMD)";"ARTHUR PETER
MUTHARIKA (DPP)"
;;;;03033;Kanyerere School;PS1;1,761;4;611;574;8;25
;;;;;;PS2;1,761;0;584;555;6;23
;;;;03034;Lukali School;PS1;1,277;0;457;395;6;56
;;;;;;PS2;1,277;1;452;365;6;80
;;;;03035;Magistrate Court;PS1;2,326;5;494;430;3;56
;;;;;;PS2;2,326;4;503;456;2;41
;;;;;;PS3;2,326;2;516;469;3;42
;;;;;;PS4;2,326;1;134;99;2;32
;;;;03036;Bumba School;PS1;4,620;1;602;532;6;63
;;;;;;PS2;4,620;6;617;568;5;38
;;;;;;PS3;4,620;5;640;571;5;59
;;;;;;PS4;4,620;3;626;570;8;45
;;;;;;PS5;4,620;4;619;559;5;51
;;;;03037;Chilulu  School;PS1;1,573;1;508;461;12;34
;;;;;;PS2;1,573;9;548;490;9;40
;;;;03038;Ng'onga School;PS1;2,013;1;475;445;4;25
;;;;;;PS2;2,013;3;484;460;4;17
;;;;;;PS3;2,013;0;473;439;8;26
;;;;03039;Mbiriwizi School;PS1;487;0;322;294;8;20
;;;;03040;Bondi School;PS1;395;5;307;278;9;15
;;;;03098;Rumphi Catholic F P School;PS1;683;0;527;492;4;31
;;;;03099;Phalasito School;PS1;478;0;329;310;1;18
;Rumphi West;;Hewe - Mwazisi;03041;Katowo School;PS1;1,129;2;390;370;2;16
;;;;;;PS2;1,129;1;378;351;5;21
;;;;03042;Kaduku School;PS1;668;3;488;470;4;11
;;;;03043;Phangala School;PS1;712;1;489;471;1;16
;;;;03044;Chisimuka School;PS1;1,443;3;531;513;3;12
;;;;;;PS2;1,443;6;531;511;2;12
;;;;03045;Thazima School;PS1;861;0;580;555;1;24
;;;;03046;Kamphenda School;PS1;1,087;0;331;318;2;11
;;;;;;PS2;1,087;1;379;357;4;17
;;;;03047;Bululuji School;PS1;1,068;1;378;367;2;8
;;;;;;PS2;1,068;4;364;340;6;14
;;;;03048;Chankharamu School;PS1;497;0;347;337;2;8
;;;;03049;Vuvu School;PS1;813;0;548;534;3;11
;;;;03050;Zolokere School;PS1;1,771;4;584;566;1;13
;;;;;;PS2;1,771;6;598;572;4;16
;;;;03051;Mwazisi School;PS1;1,263;0;464;448;1;15
;;;;;;PS2;1,263;1;479;462;0;16
;;;;03052;Kabulufu School;PS1;926;7;652;613;7;25
;;;;03053;Kanyenjere School;PS1;712;3;358;311;12;32
;;;;03054;Lusani School;PS1;865;5;586;538;8;35
;;;;03055;Kayola School;PS1;874;0;616;594;6;16
;;;;03056;Chitanga School;PS1;389;0;289;261;1;27
;;;;03057;Bembe School;PS1;924;1;666;648;1;16
;;;;03058;Chilinda School;PS1;104;0;66;65;0;1
;;;;03059;Kazganthundulu School;PS1;832;1;509;485;8;15
;;;;03100;Kasasa F P School;PS1;456;2;332;319;2;9
;;;;03101;Magalasi F P School;PS1;963;0;573;526;7;40
;;;;03104;Chiyola F P School;PS1;479;1;326;305;1;19
;;;Nkhamanga;03060;Matunkha School;PS1;813;3;493;442;13;35
;;;;03061;Jumbi School;PS1;825;0;585;569;3;13
;;;;03062;Lundu School;PS1;802;1;604;583;2;18
;;;;03063;Chirambo School;PS1;1,418;3;538;517;4;14
;;;;;;PS2;1,418;0;507;487;3;17
;;;;03064;Chikwawa School;PS1;1,729;3;650;610;4;33
;;;;;;PS2;1,729;4;608;572;12;20
;;;;03065;Luviri School;PS1;874;3;645;612;4;26
;;;;03066;Chanyoli School;PS1;831;3;480;391;7;79
;;;;03067;Nkhozo School;PS1;1,730;1;504;458;7;38
;;;;;;PS2;1,730;6;502;455;10;31
;;;;03068;Luhono School;PS1;941;7;588;536;10;35
;;;;03069;Bolero School;PS1;2,378;1;595;549;4;41
;;;;;;PS2;2,378;2;564;529;7;26
;;;;;;PS3;2,378;2;546;508;6;30
;;;;03070;Mkama School;PS1;637;2;436;388;6;40
;;;;03071;Kawaza School;PS1;1,086;2;436;414;6;14
;;;;;;PS2;1,086;2;403;379;6;16
;;;;03072;Barwe School;PS1;844;3;611;574;11;23
;;;;03102;Chankhomi F P School;PS1;728;2;497;456;9;30
;;;;03103;Betere F P School;PS1;675;0;413;362;16;35
;Rumphi North;;Henga-Phoka;03073;Mhuju School;PS1;2,035;0;479;304;4;171
;;;;;;PS2;2,035;4;511;335;2;170
;;;;;;PS3;2,035;2;499;326;2;169
;;;;03074;Mbulunji School;PS1;1,237;3;428;287;7;131
;;;;;;PS2;1,237;2;414;282;3;127
;;;;03075;Chivungulu School;PS1;1,501;10;496;325;6;155
;;;;;;PS2;1,501;1;495;341;4;149
;;;;03076;Nkhomboli School;PS1;1,726;3;572;325;9;235
;;;;;;PS2;1,726;3;574;330;11;230
;;;;03077;Lura School;PS1;1,441;2;509;313;11;183
;;;;;;PS2;1,441;1;537;350;6;180
;;;;03078;Phwamphwa School;PS1;969;6;646;390;7;243
;;;;03079;Chimyanga School;PS1;1,007;3;349;211;6;129
;;;;;;PS2;1,007;1;329;216;7;105
;;;;03080;Zombe School;PS1;791;2;483;353;5;123
;;;Phoka;03081;Junju School;PS1;722;0;563;426;3;134
;;;;03082;Phoka School;PS1;1,313;3;374;148;5;218
;;;;;;PS2;1,313;2;407;135;7;263
;;;;03083;Mweyeye School;PS1;494;2;357;254;5;96
;;;;03084;Chirwa School;PS1;1,012;10;338;127;2;199
;;;;;;PS2;1,012;2;338;161;4;171
;;;;03085;Livingstonia School;PS1;1,708;1;514;379;7;127
;;;;;;PS2;1,708;2;512;383;6;121
;;;;03086;Kasonkhwe School;PS1;559;0;360;137;6;217
;;;;03087;Lwatizi School;PS1;663;1;323;151;10;161
;;;;03105;Mphitapasi F P School;PS1;436;0;354;253;1;100
;;;;03106;Thunda F P School;PS1;910;4;685;373;5;303
;;;;03107;Mantchewe F P School;PS1;625;3;472;352;6;111
;;;;03108;Munonono F P School;PS1;316;6;178;36;5;131
Nkhatabay;Nkhatabay North;;Usisya;04001;Khondowe School;PS1;380;1;209;184;2;22
;;;;04002;Banda School;PS1;524;5;232;198;5;24
;;;;04003;Ruarwe School;PS1;448;0;216;154;4;58
;;;;04004;Usisya School;PS1;1,485;2;413;262;4;145
;;;;;;PS2;1,485;7;380;230;5;138
;;;;04005;Nthembo School;PS1;1,811;6;545;436;9;94
;;;;;;PS2;1,811;4;539;422;13;100
;;;;04006;Mtawa School;PS1;332;0;87;37;2;48
;;;;04007;Chiwisi School;PS1;388;0;174;66;1;107
;;;;04008;New Salawe School;PS1;275;0;142;125;4;13
;;;;04009;Taone School;PS1;326;2;139;84;4;49
;;;;04010;Nkhoso School;PS1;217;0;119;100;5;14
;;;;04036;Thotomsinji School;PS1;103;2;46;13;1;30
;;;;04114;Bunga School;PS1;421;0;151;121;5;25
;;;;04115;Buwa School;PS1;462;0;162;86;4;72
;;;Chikwina;04011;Usingini School;PS1;381;0;243;232;2;9
;;;;04012;Bula School;PS1;679;1;432;393;7;31
;;;;04013;Muzgola School;PS1;1,695;3;509;448;3;55
;;;;;;PS2;1,695;3;483;419;10;51
;;;;04014;Chipunga School;PS1;635;1;325;262;3;59
;;;;04015;Chikwina School;PS1;1,370;2;415;362;12;39
;;;;;;PS2;1,370;2;412;368;2;40
;;;;04016;Kaulasisi School;PS1;1,048;1;319;273;3;42
;;;;;;PS2;1,048;2;291;259;1;29
;;;;04017;Chifupa School;PS1;390;3;214;189;5;17
;;;;04018;Kasasile School;PS1;328;0;188;140;1;47
;;;;04116;Mntherere School;PS1;347;1;194;181;3;9
;Nkhatabay Central;;Boma;04019;Kalambwe School;PS1;2,658;3;638;470;1;164
;;;;;;PS2;2,658;3;606;433;2;168
;;;;;;PS3;2,658;4;626;448;2;172
;;;;04020;Chisu School;PS1;763;4;400;167;3;226
;;;;04021;Bwelero School;PS1;1,118;0;400;241;0;159
;;;;;;PS2;1,118;6;405;272;2;125
;;;;04022;Kapingama School;PS1;1,001;23;319;138;2;156
;;;;;;PS2;1,001;3;327;122;5;197
;;;;04023;Msani School;PS1;547;0;367;245;2;120
;;;;04024;Nkhata Bay Secondary;PS1;722;5;450;367;5;73
;;;;04025;Mkondezi School;PS1;1,624;6;535;420;6;103
;;;;;;PS2;1,624;6;510;401;3;100
;;;;04026;Community hall;PS1;2,803;3;550;390;0;157
;;;;;;PS2;2,803;2;591;395;0;194
;;;;;;PS3;2,803;1;564;381;0;182
;;;;;;PS4;2,803;0;331;264;0;67
;;;;04027;Chindozwa School;PS1;762;2;460;343;1;114
;;;;04028;Nkhafu School;PS1;532;1;308;152;2;153
;;;;04029;Mutetete School;PS1;1,217;0;431;305;2;124
;;;;;;PS2;1,217;0;407;294;3;110
;;;Kandoli;04030;Chisangawe School;PS1;639;1;364;106;6;251
;;;;04031;Pundu School;PS1;1,150;1;312;214;2;95
;;;;;;PS2;1,150;1;321;223;5;92
;;;;04032;Sanje School;PS1;371;0;167;36;1;130
;;;;04033;Chinguluwe School;PS1;935;7;516;383;8;118
;;;;04034;Mvwalamani School;PS1;295;1;187;98;1;87
;;;;04035;Mayuchi School;PS1;359;0;230;17;2;211
;;;;04037;Msinjiyiwi School;PS1;235;3;103;42;1;57
;;;;04117;Bwikiti Ground;PS1;107;0;67;33;0;34
;Nkhatabay West;;Chitheka;04038;Kadeti School;PS1;488;4;241;219;3;15
;;;;04039;Nthungwa School;PS1;169;0;130;119;1;10
;;;;04040;Chitheka School;PS1;862;2;569;514;11;42
;;;;04041;Lukalazi School;PS1;809;6;528;454;7;61
;;;;;;PS2;809;0;21;15;1;5
;;;;04042;Mazamba School;PS1;323;0;116;79;0;37
;;;;04043;Kajilirwe School;PS1;395;3;142;100;2;37
;;;;04044;Kang'oma School;PS1;621;3;388;311;8;66
;;;;04045;Kauvi School;PS1;573;7;358;327;4;20
;;;;04046;Msakasa School;PS1;513;4;292;210;4;74
;;;;04047;Chipambo School;PS1;722;4;453;355;8;86
;;;;04048;Chithowe School;PS1;330;3;230;196;6;25
;;;;04049;Tuwanga School;PS1;314;2;190;141;3;44
;;;;04051;Champhoyo Forest Camp;PS1;276;0;90;82;3;5
;;;;;;PS2;276;1;54;42;1;10
;;;;04118;Liungu School;PS1;330;3;227;205;2;17
;;;Tchesamu;04052;Tchesamu School;PS1;514;0;276;248;0;28
;;;;04053;Mzenga School;PS1;996;6;542;434;7;95
;;;;04054;Mapale School;PS1;362;1;157;118;1;37
;;;;04055;Kayowozi School;PS1;310;11;197;148;3;35
;;;;04056;Chakupompha School;PS1;786;8;452;380;9;55
;;;;04057;Lifupa School;PS1;270;1;122;106;2;13
;;;;04058;Kadere School;PS1;218;0;111;104;0;7
;;;;04119;Kanthete School;PS1;247;1;140;129;0;10
;;;;04120;Mthabithabi School;PS1;346;2;193;123;6;62
;Nkhatabay North West;;Kavuzi;04059;Kabunduli Court;PS1;983;2;593;522;7;62
;;;;04060;Chihame II School;PS1;2,376;8;391;245;2;136
;;;;;;PS2;2,376;4;431;303;5;119
;;;;;;PS3;2,376;0;391;265;6;120
;;;;04061;Kanyazuka School;PS1;487;0;208;118;9;81
;;;;04062;Chadongo School;PS1;559;1;281;250;8;22
;;;;04063;Kavuzi School;PS1;963;3;627;573;1;50
;;;;04064;Kawalazi School;PS1;1,605;3;390;275;5;107
;;;;;;PS2;1,605;1;367;270;6;90
;;;;04065;Susa School;PS1;478;2;317;270;7;38
;;;;04066;Mcholoma School;PS1;416;1;237;217;5;14
;;;;04067;Mkoloka School;PS1;462;4;232;200;4;24
;;;;04068;Chigonaazungu School;PS1;266;0;153;142;1;10
;;;;04121;Chinthewere School;PS1;886;1;445;385;13;46
;;;;04122;Chendasi School;PS1;423;3;245;212;8;22
;;;;04123;Lwanatonga School;PS1;229;0;164;155;0;9
;;;Mpamba;04069;Manoro School;PS1;1,081;3;307;263;0;41
;;;;;;PS2;1,081;0;290;275;1;14
;;;;04070;Thanula School;PS1;610;3;276;167;2;104
;;;;04071;Luwazi School;PS1;993;2;495;405;17;71
;;;;04072;Mpamba School;PS1;2,929;5;514;425;6;78
;;;;;;PS2;2,929;5;542;445;2;90
;;;;;;PS3;2,929;1;540;430;3;106
;;;;04073;Nkhwali School;PS1;840;2;470;378;5;85
;;;;04074;Kaning'ina School;PS1;538;3;373;356;0;14
;;;;04075;Chombe School;PS1;1,672;2;480;328;7;143
;;;;;;PS2;1,672;4;485;335;7;139
;;;;04076;Luwambaza School;PS1;1,426;0;306;220;5;81
;;;;;;PS2;1,426;0;253;192;3;58
;;;;04077;Chilundwe School;PS1;616;1;253;209;3;40
;;;;04078;Mwambazi School;PS1;837;2;343;286;4;51
;;;;04079;Kangoyi;PS1;403;1;210;130;3;76
;;;;04080;Chakoma School;PS1;595;3;265;145;13;104
;;;;04124;Mandezo School;PS1;594;5;224;177;1;41
;Nkhatabay South East;;Sanga;04081;Sanga School;PS1;1,377;2;336;237;2;95
;;;;;;PS2;1,377;1;351;254;7;89
;;;;04082;Mdyaka School;PS1;1,317;1;341;248;5;87
;;;;;;PS2;1,317;1;332;241;5;85
;;;;04083;Lisale School;PS1;856;3;408;224;4;177
;;;;04084;Ching'oma School;PS1;781;3;359;299;8;49
;;;;04085;Kaulambwe School;PS1;649;1;356;275;2;78
;;;;04086;Vizara Hall;PS1;1,309;2;375;297;6;70
;;;;;;PS2;1,309;1;377;297;5;74
;;;;04087;Kachenga School;PS1;888;13;407;110;3;281
;;;;04088;Msumba School;PS1;1,249;0;309;249;1;59
;;;;;;PS2;1,249;2;303;235;6;60
;;;;04089;Maula School;PS1;939;4;464;357;10;93
;;;;04090;Chipuzumumba School;PS1;774;3;468;375;4;86
;;;;04091;Chilala School;PS1;842;1;419;351;5;62
;;;;04125;Chiole School;PS1;560;4;277;223;10;40
;;;Chintheche;04092;Bungano School;PS1;2,082;4;391;356;4;27
;;;;;;PS2;2,082;3;403;367;3;30
;;;;;;PS3;2,082;4;365;329;3;29
;;;;04093;Chintheche School;PS1;3,155;0;461;427;3;31
;;;;;;PS2;3,155;2;494;446;1;45
;;;;;;PS3;3,155;2;475;427;2;44
;;;;;;PS4;3,155;1;461;409;1;50
;;;;04095;Chipaika School;PS1;963;3;418;385;4;26
;;;;04096;Mgodi School;PS1;1,507;3;455;419;1;32
;;;;;;PS2;1,507;0;425;405;3;17
;;;;04126;Chintheche CDSS;PS1;1,767;1;531;483;3;44
;;;;;;PS2;1,767;5;531;480;1;45
;Nkhatabay South;;Tukombo;04097;Makumbo School;PS1;439;5;288;252;4;27
;;;;04098;Kalowa School;PS1;1,987;1;372;311;2;58
;;;;;;PS2;1,987;2;387;312;5;68
;;;;04099;Tukombo School;PS1;1,866;2;468;321;5;140
;;;;;;PS2;1,866;5;445;289;4;147
;;;;04100;Kuwirwi School;PS1;1,056;3;207;124;0;80
;;;;;;PS2;1,056;3;198;118;3;74
;;;;04101;Chiwana School;PS1;710;2;300;238;3;57
;;;;04102;Mughogho School;PS1;253;1;116;107;1;7
;;;;04103;Changamtole School;PS1;402;2;312;300;3;7
;;;;04104;Mutondolo School;PS1;349;1;131;99;7;24
;;;;04127;Mutazi School;PS1;114;1;62;56;0;5
;;;Mbamba;04094;Bandawe School;PS1;1,107;3;326;295;1;27
;;;;;;PS2;1,107;1;329;297;4;27
;;;;04105;Kawiya School;PS1;428;0;189;159;3;27
;;;;04106;Kachere School;PS1;1,576;3;381;320;3;55
;;;;;;PS2;1,576;6;418;366;3;43
;;;;04107;Kande School;PS1;1,892;11;525;447;4;63
;;;;;;PS2;1,892;4;538;466;10;58
;;;;04108;Mwaya School;PS1;1,538;1;321;275;5;40
;;;;;;PS2;1,538;1;338;280;5;52
;;;;04109;Malenga Mzoma School;PS1;939;0;545;492;4;49
;;;;04110;Changasi School;PS1;495;2;244;192;2;48
;;;;04111;Mkuluzi School;PS1;331;2;128;109;3;14
;;;;04112;Chifira School;PS1;1,416;2;443;402;2;37
;;;;;;PS2;1,416;0;444;414;2;28
;;;;04113;Mac Alpine School;PS1;915;0;474;431;4;39
;;;;04128;Mazembe School;PS1;912;12;431;374;5;40
;;;;04129;Kazando School;PS1;561;8;319;289;3;19
;;;;04130;Mphete School;PS1;149;0;91;80;3;8
Likoma;Likoma Islands;;Likoma;05001;Community Hall;PS1;1,548;2;500;332;2;164
;;;;;;PS2;1,548;1;518;349;1;167
;;;;05002;Yofu;PS1;1,208;3;392;262;0;127
;;;;;;PS2;1,208;0;388;247;1;140
;;;;05003;Nkhwazi;PS1;846;4;586;343;7;232
;;;;05005;Fisheries;PS1;1,005;2;681;312;4;363
;;;;;;PS2;1,005;0;7;6;0;1
;;;;05008;Mtengula School;PS1;566;2;391;275;3;111
;;;Chizumulu;05006;Same;PS1;633;2;466;327;8;129
;;;;05007;Chiteko;PS1;716;1;420;319;6;94
;;;;05009;Mocho School;PS1;528;5;381;209;5;162
Mzimba;Mzuzu City;;Lupaso Nkholongo;06001;Nkholongo CDSS;PS1;1,793;2;617;544;4;67
;;;;;;PS2;1,793;3;620;548;8;61
;;;;06002;Lupaso School;PS1;1,606;1;609;573;1;34
;;;;;;PS2;1,606;4;597;560;3;30
;;;;06003;Chamalaza FP School;PS1;608;2;394;325;6;61
;;;;06004;Msilo Primary School;PS1;587;5;396;363;7;21
;;;;06482;Thandaza School;PS1;459;2;272;232;10;28
;;;;06483;Mtende School;PS1;277;2;174;160;1;11
;;;Chibanja;06005;Jerusalem J. P. School;PS1;2,118;1;482;419;3;59
;;;;;;PS2;2,118;1;496;429;2;64
;;;;;;PS3;2,118;4;505;431;0;70
;;;;06006;Mbaweni CBO;PS1;2,301;0;538;457;2;79
;;;;;;PS2;2,301;3;546;459;1;83
;;;;;;PS3;2,301;3;520;440;2;75
;;;;06007;Mndeba Pvt School;PS1;749;1;557;500;0;56
;;;;06484;Chibanja School;PS1;785;2;559;511;1;45
;;;Katawa;06008;Mary Mount Sec School;PS1;1,050;1;429;388;0;40
;;;;;;PS2;1,050;1;423;389;1;32
;;;;06009;St Peters Sch;PS1;972;3;758;691;2;62
;;;;06485;Katawa School;PS1;927;0;744;658;1;85
;;;Mzilawaingwe;06010;Mzuzu Stadium;PS1;2,299;1;574;512;1;60
;;;;;;PS2;2,299;3;582;505;0;74
;;;;;;PS3;2,299;2;582;509;1;70
;;;;06486;Zambezi School;PS1;1,990;5;739;623;2;109
;;;;;;PS2;1,990;0;719;652;1;66
;;;Mchengautuwa West;06011;Sonda School;PS1;2,746;4;593;537;4;48
;;;;;;PS2;2,746;2;589;532;4;51
;;;;;;PS3;2,746;4;580;510;2;64
;;;;06012;Nambo School;PS1;1,510;3;525;465;5;52
;;;;;;PS2;1,510;0;531;485;2;44
;;;;06013;Kazando School;PS1;833;1;548;489;6;52
;;;;06014;Kaviwale School;PS1;4,678;4;656;602;2;48
;;;;;;PS2;4,678;2;630;576;5;47
;;;;;;PS3;4,678;5;636;602;3;26
;;;;;;PS4;4,678;1;643;605;2;35
;;;;;;PS5;4,678;7;646;592;5;42
;;;Chibavi East;06015;Chibavi FP School;PS1;3,477;3;652;580;1;68
;;;;;;PS2;3,477;4;646;586;0;56
;;;;;;PS3;3,477;2;598;545;2;49
;;;;;;PS4;3,477;1;650;600;0;49
;;;Jombo/Kaning'i na;06016;Mzuzu CCAP;PS1;4,736;2;707;623;0;82
;;;;;;PS2;4,736;2;719;567;2;148
;;;;;;PS3;4,736;3;711;585;3;120
;;;;;;PS4;4,736;3;708;575;2;128
;;;;;;PS5;4,736;2;724;579;1;142
;;;;06017;Katoto School;PS1;2,795;2;738;642;1;93
;;;;;;PS2;2,795;1;706;625;1;79
;;;;;;PS3;2,795;2;698;624;2;70
;;;;06018;Mzuzu RTC;PS1;1,225;1;347;310;2;34
;;;;;;PS2;1,225;0;379;347;0;32
;;;;06480;Mzuzu Govt Sec School;PS1;506;2;374;337;2;33
;;;Zolozolo East;06019;Zolozolo FP School;PS1;2,724;5;663;631;1;26
;;;;;;PS2;2,724;1;703;667;2;33
;;;;;;PS3;2,724;5;686;651;1;29
;;;;06020;Mganthira FP School;PS1;534;2;400;380;1;17
;;;Masasa;06021;Kauwa Primary Sch;PS1;3,033;5;559;469;1;84
;;;;;;PS2;3,033;3;531;455;0;73
;;;;;;PS3;3,033;11;558;476;1;70
;;;;;;PS4;3,033;9;537;453;1;74
;;;;06022;Geisha School;PS1;1,658;5;488;404;1;78
;;;;;;PS2;1,658;1;511;449;3;58
;;;;06023;Masasa FP School;PS1;3,755;1;529;447;2;79
;;;;;;PS2;3,755;3;549;473;2;71
;;;;;;PS3;3,755;0;534;482;0;52
;;;;;;PS4;3,755;1;519;461;3;54
;;;;;;PS5;3,755;2;211;184;1;24
;;;;;;PS6;3,755;1;211;184;1;25
;;;;06479;Kanthete;PS1;414;2;252;228;2;20
;;;;06487;Masasa CDSS;PS1;992;3;697;602;4;88
;;;;06488;BeeHive School;PS1;658;0;475;422;3;50
;;;Msongwe;06024;Msongwe School;PS1;1,961;2;596;550;2;42
;;;;;;PS2;1,961;3;563;514;3;43
;;;;;;PS3;1,961;6;345;298;2;39
;;;Luwinga;06025;St Augustine  FP School;PS1;4,898;3;707;651;4;49
;;;;;;PS2;4,898;2;730;671;4;53
;;;;;;PS3;4,898;1;713;673;1;38
;;;;;;PS4;4,898;0;736;702;1;33
;;;;;;PS5;4,898;2;722;665;2;53
;;;;06026;Joel Pvt School;PS1;2,041;2;505;465;3;35
;;;;;;PS2;2,041;1;497;465;3;28
;;;;;;PS3;2,041;2;507;467;2;36
;;;;06027;Area 1B School;PS1;2,503;1;636;587;4;44
;;;;;;PS2;2,503;1;585;544;1;39
;;;;;;PS3;2,503;0;624;574;3;47
;;;;06489;St Faustina School;PS1;786;7;572;532;2;31
;;;Chiputula;06028;Chiputula FP School;PS1;2,268;1;572;517;0;54
;;;;;;PS2;2,268;0;559;487;1;71
;;;;;;PS3;2,268;0;558;491;3;64
;;;;06029;St Michaels Pvt Sec Sch;PS1;2,264;4;547;494;3;46
;;;;;;PS2;2,264;3;563;507;2;51
;;;;;;PS3;2,264;17;577;517;2;41
;;;Mchengautuwa East;06030;Mchengautuwa Sch  I;PS1;4,859;1;719;649;0;69
;;;;;;PS2;4,859;3;705;631;1;70
;;;;;;PS3;4,859;1;717;659;1;56
;;;;;;PS4;4,859;3;715;649;2;61
;;;;;;PS5;4,859;2;706;647;4;53
;;;;06481;Mchengautuwa Sch  II;PS1;3,701;7;647;573;0;67
;;;;;;PS2;3,701;4;658;578;3;73
;;;;;;PS3;3,701;3;645;554;2;86
;;;;;;PS4;3,701;6;660;607;0;47
;;;Chibavi West;06031;Chibabvi Admarc;PS1;2,853;4;691;627;1;59
;;;;;;PS2;2,853;2;680;583;2;93
;;;;;;PS3;2,853;4;677;592;1;80
;;;Zolozolo West;06032;Ching'ambo School;PS1;2,471;3;583;535;2;43
;;;;;;PS2;2,471;3;555;520;2;30
;;;;;;PS3;2,471;3;625;578;2;42
;;;;06033;Zolozolo CDSS;PS1;1,761;3;653;608;5;37
;;;;;;PS2;1,761;0;682;645;2;35
;;;;06034;Matope Primary School;PS1;2,601;1;614;561;3;49
;;;;;;PS2;2,601;2;636;576;1;57
;;;;;;PS3;2,601;4;637;573;2;58
;Mzimba North;;Kasito East;06035;Luzi School;PS1;1,357;6;487;451;2;28
;;;;;;PS2;1,357;3;490;456;3;28
;;;;06036;Bwengu School;PS1;1,718;6;636;585;8;37
;;;;;;PS2;1,718;16;623;578;5;24
;;;;06037;Enukweni School;PS1;3,035;5;473;398;5;65
;;;;;;PS2;3,035;6;492;407;5;74
;;;;;;PS3;3,035;1;479;413;4;61
;;;;;;PS4;3,035;1;486;442;4;39
;;;;06038;Embombeni School;PS1;887;6;548;473;12;57
;;;;06039;Katope School;PS1;744;3;448;419;5;21
;;;;06040;Jombo School;PS1;1,216;1;350;328;4;17
;;;;;;PS2;1,216;3;371;340;6;22
;;;;06041;Kavula School;PS1;801;4;494;432;6;52
;;;;06042;Luhomero school;PS1;1,153;2;376;350;6;18
;;;;;;PS2;1,153;1;338;316;4;17
;;;;06043;Thumbi School;PS1;1,104;0;398;369;5;24
;;;;;;PS2;1,104;1;383;365;4;13
;;;;06044;St Vincent School;PS1;619;1;405;384;2;18
;;;;06045;Kabanda School;PS1;1,006;5;331;318;3;5
;;;;;;PS2;1,006;1;280;266;2;11
;;;;06046;Thimalala School;PS1;885;0;547;489;6;52
;;;;06047;Tukuyu School;PS1;667;1;454;422;8;23
;;;;06048;Kapondelo School;PS1;401;1;230;182;5;42
;;;;06049;St Kizito School;PS1;1,108;3;296;244;4;45
;;;;;;PS2;1,108;5;306;261;7;33
;;;;06050;Chanolo School;PS1;616;2;420;399;7;12
;;;;06490;Kamanda School;PS1;257;0;153;139;2;12
;;;;06491;Mtendere School;PS1;616;1;403;379;5;18
;;;;06492;Katokole School;PS1;666;2;343;298;7;36
;;;;06493;Malokotera School;PS1;344;1;189;150;2;36
;;;;06495;Enthongeni School;PS1;724;0;450;412;8;30
;;;;06496;Kasasile Trading Centre;PS1;321;2;198;164;4;28
;;;Kasito West;06051;Engucwini School;PS1;2,002;1;441;371;1;68
;;;;;;PS2;2,002;1;448;396;1;50
;;;;;;PS3;2,002;1;445;370;4;70
;;;;06052;Madise School;PS1;1,857;1;516;442;1;72
;;;;;;PS2;1,857;5;539;471;1;62
;;;;06053;Kazuni School;PS1;821;0;526;484;6;36
;;;;06054;Elunyeni School;PS1;1,053;3;343;292;3;45
;;;;;;PS2;1,053;2;333;273;4;54
;;;;06055;Vongo School;PS1;852;6;505;441;9;49
;;;;06056;Kamwe School;PS1;1,390;1;342;282;3;56
;;;;;;PS2;1,390;2;319;240;3;74
;;;;06057;Ezondweni Sch;PS1;887;4;502;412;5;81
;;;;06058;Emanyaleni School;PS1;1,321;6;420;378;7;29
;;;;;;PS2;1,321;0;426;375;7;44
;;;;06059;Rukuru School;PS1;786;2;511;466;4;39
;;;;06060;Khuyu School;PS1;535;1;307;258;2;46
;;;;06061;Kacheche School;PS1;1,675;2;516;442;0;72
;;;;;;PS2;1,675;2;536;460;8;66
;;;;06062;Kasumba school;PS1;777;0;462;410;6;46
;;;;06063;Tchesamu School;PS1;860;2;311;284;3;22
;;;;;;PS2;860;1;267;254;1;11
;;;;06064;Edundu School;PS1;892;7;535;504;4;20
;;;;06065;Kalama School;PS1;1,406;1;367;309;5;52
;;;;;;PS2;1,406;2;332;280;2;48
;;;;06066;Chankhanga Sch;PS1;1,379;1;436;384;3;48
;;;;;;PS2;1,379;5;447;399;2;41
;;;;06067;Lumemo School;PS1;1,209;3;381;341;5;32
;;;;;;PS2;1,209;5;387;362;0;20
;;;;06068;Mkamaumoza School;PS1;695;2;425;374;14;35
;;;;06069;Ehlonipeni School;PS1;1,131;1;407;390;2;14
;;;;;;PS2;1,131;3;395;371;4;17
;;;;06070;Thandeka School;PS1;344;7;238;214;3;14
;;;;06071;Chilida School;PS1;1,070;4;312;290;3;15
;;;;;;PS2;1,070;1;298;272;0;25
;;;;06072;Kamuwoli School;PS1;858;2;542;451;5;84
;;;;06073;Kabumba School;PS1;445;0;303;265;7;31
;;;;06074;Njakwa School;PS1;376;2;249;225;5;17
;;;;06497;Katowa School;PS1;570;2;337;265;10;60
;;;;06498;Kalaza School;PS1;569;2;340;294;5;39
;;;;06499;Kapyolambavi School;PS1;286;0;179;145;6;28
;;;;06500;Chilukwa School;PS1;393;1;222;165;4;52
;Mzimba North East;;Njuyu;06075;Lusangazi School;PS1;1,082;0;389;354;4;31
;;;;;;PS2;1,082;0;384;357;5;22
;;;;06076;Matuli School;PS1;457;0;336;312;1;23
